cyrillic,menksoft,unicode,latin
сэрээнэнпүрэв,,ᠰᠡᠷᠡᠢᠨᠦᠨᠫᠦᠷᠪᠦ,sereinunpurbu
сэрээнэнхорол,,ᠰᠡᠷᠡᠢᠨᠦᠨᠬᠣᠷᠯᠣ,sereinunhqrlq
сэрээтэр,,ᠰᠡᠷᠢᠶᠡᠲᠡᠷ,seriyeter
сэрээтэрбавуу,,ᠰᠡᠷᠢᠶᠡᠲᠡᠷᠪᠠᠪᠤᠤ,seriyeterbabvv
сэрээтэрбат,,ᠰᠡᠷᠢᠶᠡᠲᠡᠷᠪᠠᠲᠤ,seriyeterbatv
сэрээтэргочоо,,ᠰᠡᠷᠢᠶᠡᠲᠡᠷᠭᠣᠴᠤ᠎ᠠ,seriyetergqcv-a
сэрээтэрдагва,,ᠰᠡᠷᠢᠶᠡᠲᠡᠷᠳᠠᠭᠪᠠ,seriyeterdagba
сэрээтэрдорж,,ᠰᠡᠷᠢᠶᠡᠲᠡᠷᠳᠣᠷᠵᠢ,seriyeterdqrji
сэрээтэрдулам,,ᠰᠡᠷᠢᠶᠡᠲᠡᠷᠳᠤᠯᠮ᠎ᠠ,seriyeterdvlm-a
сэрээтэржанцан,,ᠰᠡᠷᠢᠶᠡᠲᠡᠷᠵᠠᠩᠴᠠᠨ,seriyeterjaNcan
сэрээтэрням,,ᠰᠡᠷᠢᠶᠡᠲᠡᠷᠨᠢᠮ᠎ᠠ,seriyeternim-a
сэрээтэрпүрэв,,ᠰᠡᠷᠢᠶᠡᠲᠡᠷᠫᠦᠷᠪᠦ,seriyeterpurbu
сэрээтэрсүрэн,,ᠰᠡᠷᠢᠶᠡᠲᠡᠷᠰᠦ᠋ᠷᠦᠩ,seriyetersu1ruN
сэрээтэрцэрэн,,ᠰᠡᠷᠢᠶᠡᠲᠡᠷᠴᠡᠷᠢᠩ,seriyeterceriN
сэрээтэршийлэг,,ᠰᠡᠷᠢᠶᠡᠲᠡᠷᠱᠡᠢᠯᠡᠭ,seriyeterxeileg
сэрүүлэг,,ᠰᠡᠷᠢᠭᠦᠯᠭᠡ,serigulge
сэрүүн,,ᠰᠡᠷᠢᠭᠦᠨ,serigun
сэрүүнтунгалаг,,ᠰᠡᠷᠢᠭᠦᠨᠲᠤᠩᠭᠠᠯᠠᠭ,seriguntvNgalag
сэрүүн‐од, ,ᠰᠡᠷᠢᠭᠦᠨ ᠣᠳᠤ,serigun qdv
сэр‐од, ,ᠰᠡᠷ ᠣᠳ,ser qd
сэр‐оджав, ,ᠰᠡᠷ ᠣᠳᠵᠠᠪ,ser qdjab
сэсрэн,,ᠰᠡᠰᠷᠡᠩ,sesreN
сэсээр,,ᠰᠡᠰᠰᠡᠷ,sesser
сэсээрдаваа,,ᠰᠡᠰᠰᠡᠷᠳᠠᠸᠠ,sesserdawa
сэсээрхүү,,ᠰᠡᠰᠰᠡᠷᠬᠦᠦ,sesserhuu
сэтгэл,,ᠰᠡᠳᠬᠢᠯ,sedhil
сэтгэлмаа,,ᠰᠡᠳᠬᠢᠯᠮ᠎ᠠ,sedhilm-a
сэтгэлсайхан,,ᠰᠡᠳᠬᠢᠯᠰᠠᠢᠬᠠᠨ,sedhilsaihan
сэтгэлтүвшин,,ᠰᠡᠳᠬᠢᠯᠲᠦ᠋ᠪᠰᠢᠨ,sedhiltu1bsin
сэтгэлхүү,,ᠰᠡᠳᠬᠢᠯᠬᠦᠦ,sedhilhuu
сэтгэмж,,ᠰᠡᠳᠬᠢᠮᠵᠢ,sedhimji
сэтгүүл,,ᠰᠡᠳᠭᠦᠯ,sedgul
сэтэв,,ᠰᠡᠲᠦᠪ,setub
сэтэвдагва,,ᠰᠡᠲᠦᠪᠳᠠᠭᠪᠠ,setubdagba
сэтэвдорж,,ᠰᠡᠲᠦᠪᠳᠣᠷᠵᠢ,setubdqrji
сэтэвжав,,ᠰᠡᠲᠦᠪᠵᠠᠪ,setubjab
сэтэвсүрэн,,ᠰᠡᠲᠦᠪᠰᠦ᠋ᠷᠦᠩ,setubsu1ruN
сэхээжав,,ᠰᠡᠬᠡᠭᠡᠵᠠᠪ,sehegejab
сэхээхүү,,ᠰᠡᠬᠡᠭᠡᠬᠦᠦ,sehegehuu
сэцэн,,ᠰᠡᠴᠡᠨ,secen
сэцэнбилиг,,ᠰᠡᠴᠡᠨᠪᠢᠯᠢᠭ,secenbilig
сэцэнбэх,,ᠰᠡᠴᠡᠨᠪᠡᠬᠢ,secenbehi
сэцэнгүнж,,ᠰᠡᠴᠡᠨᠭᠦᠩᠵᠤ,secenguNjv
сэцэнтана,,ᠰᠡᠴᠡᠨᠲᠠᠨ᠎ᠠ,secentan-a
сэчинбилэг,,ᠰᠡᠴᠡᠨᠪᠢᠯᠢᠭ,secenbilig
сээтэнхүү,,ᠰᠡᠭᠡᠲᠡᠩᠬᠦᠦ,segeteNhuu
сүбээдэй,,ᠰᠦᠪᠡᠭᠡᠳᠡᠢ,subegedei
сүгжийлхам,,ᠰᠦᠭᠵᠢᡀᠠᠮᠤ,sugjiLamv
сүгжлхам,,ᠰᠦᠭᠵᠢᡀᠠᠮᠤ,sugjiLamv
сүгжмаа,,ᠰᠦᠭᠵᠢᠮ᠎ᠠ,sugjim-a
сүгжээ,,ᠰᠦᠭᠵᠢ᠎ᠡ,sugji-e
сүглэгмаа,,ᠰᠦᠭᠯᠢᠭᠮ᠎ᠠ,sugligm-a
сүгмэд,,ᠰᠦᠭᠮᠡᠳ,sugmed
сүжигт,,ᠰᠦᠵᠢᠭᠲᠦ,sujigtu
сүлд,,ᠰᠦᠯᠳᠡ,sulde
сүлдбаатар,,ᠰᠦᠯᠳᠡᠪᠠᠭᠠᠲᠤᠷ,suldebagatvr
сүлдбадрах,,ᠰᠦᠯᠳᠡᠪᠠᠳᠠᠷᠠᠬᠤ,suldebadarahv
сүлдбаяр,,ᠰᠦᠯᠳᠡᠪᠠᠶᠠᠷ,suldebayar
сүлдболд,,ᠰᠦᠯᠳᠡᠪᠣᠯᠣᠳ,suldebqlqd
сүлдмаа,,ᠰᠦᠯᠳᠡᠮ᠎ᠠ,suldem-a
сүлдсүрэн,,ᠰᠦᠯᠳᠡᠰᠦ᠋ᠷᠦᠩ,suldesu1ruN
сүлдхүү,,ᠰᠦᠯᠳᠡᠬᠦᠦ,suldehuu
сүлдцэцэг,,ᠰᠦᠯᠳᠡᠴᠡᠴᠡᠭ,suldececeg
сүлдээ,,ᠰᠦᠯᠳᠡ᠎ᠡ,sulde-e
сүлд‐очир,,ᠰᠦᠯᠳᠡᠸᠴᠢᠷ,suldewcir
сүлд‐эрдэнэ, ,ᠰᠦᠯᠳᠡ ᠡᠷᠳᠡᠨᠢ,sulde erdeni
сүлд‐өршөө, ,ᠰᠦᠯᠳᠡ ᠥᠷᠦᠰᠢᠶᠡ,sulde orusiye
сүмбэр,,ᠰᠦᠮᠪᠦᠷ,sumbur
сүмбэрбат,,ᠰᠦᠮᠪᠦᠷᠪᠠᠲᠤ,sumburbatv
сүмбэржав,,ᠰᠦᠮᠪᠦᠷᠵᠠᠪ,sumburjab
сүмбэржаргал,,ᠰᠦᠷᠪᠦᠷᠵᠢᠷᠭᠠᠯ,surburjirgal
сүмбэрзул,,ᠰᠦᠮᠪᠦᠷᠵᠤᠯᠠ,sumburjvla
сүмбэрмаа,,ᠰᠦᠮᠪᠦᠷᠮ᠎ᠠ,sumburm-a
сүмбэрхүү,,ᠰᠦᠮᠪᠦᠷᠬᠦᠦ,sumburhuu
сүмбэрчулуун,,ᠰᠦᠮᠪᠦᠷᠴᠢᠯᠠᠭᠤᠨ,sumburcilagvn
сүмбэршагай,,ᠰᠦᠮᠪᠦᠷᠱᠠᠭ᠎ᠠ,sumburxag-a
сүмбэр‐эрдэнэ, ,ᠰᠦᠮᠪᠦᠷ ᠡᠷᠳᠡᠨᠢ,sumbur erdeni
сүндалай,,ᠰᠦᠨᠳᠠᠯᠠᠢ,sundalai
сүндаръяа,,ᠰᠦᠨᠳᠠᠷᠢᠶ᠎ᠠ,sundariy-a
сүндэв,,ᠰᠦᠩᠳᠦᠪ,suNdub
сүндэвдаваа,,ᠰᠦᠩᠳᠦᠪᠳᠠᠸᠠ,suNdubdawa
сүндэвдаш,,ᠰᠦᠩᠳᠦᠪᠳᠠᠰᠢ,suNdubdasi
сүндэвдорж,,ᠰᠦᠩᠳᠦᠪᠳᠣᠷᠵᠢ,suNdubdqrji
сүндэвхүү,,ᠰᠦᠩᠳᠦᠪᠬᠦᠦ,suNdubhuu
сүндэвцоодол,,ᠰᠦᠩᠳᠦᠪᠴᠣᠣᠳᠠᠯ,suNdubcqqdal
сүндэвцэен,,ᠰᠦᠩᠳᠦᠪᠴᠡᠶᠡᠩ,suNdubceyeN
сүндэр,,ᠰᠦᠨᠳᠡᠷ,sunder
сүндэржаргал,,ᠰᠦᠨᠳᠡᠷᠵᠢᠷᠭᠠᠯ,sunderjirgal
сүндэрмаа,,ᠰᠦᠨᠳᠡᠷᠮ᠎ᠠ,sunderm-a
сүндэръяа,,ᠰᠦᠨᠳᠡᠷᠢᠶ᠎ᠠ,sunderiy-a
сүндэрьяа,,ᠰᠦᠨᠳᠡᠷᠢᠶ᠎ᠠ,sunderiy-a
сүндэрээ,,ᠰᠦᠨᠳᠡᠷ᠎ᠡ,sunder-e
сүнжид,,ᠰᠦᠩᠵᠢᠳ,suNjid
сүнжидмаа,,ᠰᠦᠩᠵᠢᠳᠮ᠎ᠠ,suNjidm-a
сүнрэв,,ᠰᠦᠩᠷᠦᠪ,suNrub
сүнрэвдорж,,ᠰᠦᠩᠷᠦᠪᠳᠣᠷᠵᠢ,suNrubdqrji
сүнрэвжамц,,ᠰᠦᠩᠷᠦᠪᠵᠠᠮᠴᠤ,suNrubjamcv
сүрбаатар,,ᠰᠦᠷᠪᠠᠭᠠᠲᠤᠷ,surbagatvr
сүрбадрах,,ᠰᠦᠷᠪᠠᠳᠠᠷᠠᠬᠤ,surbadarahv
сүрбат,,ᠰᠦᠷᠪᠠᠲᠤ,surbatv
сүржав,,ᠰᠦᠷᠵᠠᠪ,surjab
сүржавхлан,,ᠰᠦᠷᠵᠢᠪᠬᠤᠯᠠᠩ,surjibhvlaN
сүрлэгмаа,,ᠰᠦᠷᠯᠢᠭᠮ᠎ᠠ,surligm-a
сүрмаа,,ᠰᠦᠷᠦᠮ᠎ᠠ,surum-a
сүрмаажав,,ᠰᠦᠷᠦᠮᠠᠵᠠᠪ,surumajab
сүрмаахорол,,ᠰᠦᠷᠦᠮᠠᠬᠣᠯᠣ,surumahqlq
сүрмандах,,ᠰᠦᠷᠮᠠᠨᠳᠤᠬᠤ,surmandvhv
сүрхийбаатар,,ᠰᠦᠷᠬᠡᠢᠪᠠᠭᠠᠲᠤᠷ,surheibagatvr
сүрхийсайхан,,ᠰᠦᠷᠬᠡᠢᠰᠠᠢᠬᠠᠨ,surheisaihan
сүръяа,,ᠰᠦᠷᠢᠶ᠎ᠠ,suriy-a
сүрьяа,,ᠰᠦᠷᠢᠶ᠎ᠠ,suriy-a
сүрэн,,ᠰᠦᠷᠦᠩ,suruN
сүрэнбаатар,,ᠰᠦᠷᠦᠩᠪᠠᠭᠠᠲᠤᠷ,suruNbagatvr
сүрэнбадам,,ᠰᠦᠷᠦᠩᠪᠠᠳᠮ᠎ᠠ,suruNbadm-a
сүрэнбат,,ᠰᠦᠷᠦᠩᠪᠠᠲᠤ,suruNbatv
сүрэнбаяр,,ᠰᠦᠷᠦᠩᠪᠠᠶᠠᠷ,suruNbayar
сүрэнбилиг,,ᠰᠦᠷᠦᠩᠪᠢᠯᠢᠭ,suruNbilig
сүрэнбилэг,,ᠰᠦᠷᠦᠩᠪᠢᠯᠢᠭ,suruNbilig
сүрэнболд,,ᠰᠦᠷᠦᠩᠪᠣᠯᠣᠳ,suruNbqlqd
сүрэнболор,,ᠰᠦᠷᠦᠩᠪᠣᠯᠣᠷ,suruNbqlqr
сүрэнбямба,,ᠰᠦᠷᠦᠩᠪᠢᠮᠪᠠ,suruNbimba
сүрэнганжид,,ᠰᠦᠷᠦᠩᠭᠠᠩᠵᠢᠳ,suruNgaNjid
сүрэнгочоо,,ᠰᠦᠷᠦᠩᠭᠣᠴᠤ᠎ᠠ,suruNgqcv-a
сүрэнгэрэл,,ᠰᠦᠷᠦᠩᠭᠡᠷᠡᠯ,suruNgerel
сүрэндагва,,ᠰᠦᠷᠦᠩᠳᠠᠭᠪᠠ,suruNdagba
сүрэндарь,,ᠰᠦᠷᠦᠩᠳᠠᠷᠢ,suruNdari
сүрэндолгор,,ᠰᠦᠷᠦᠩᠳᠣᠯᠭᠠᠷ,suruNdqlgar
сүрэндондов,,ᠰᠦᠷᠦᠩᠳᠣᠨᠳᠣᠪ,suruNdqndqb
сүрэндорж,,ᠰᠦᠷᠦᠩᠳᠣᠷᠵᠢ,suruNdqrji
сүрэндулам,,ᠰᠦᠷᠦᠩᠳᠤᠯᠮ᠎ᠠ,suruNdvlm-a
сүрэндэлгэр,,ᠰᠦᠷᠦᠩᠳᠡᠯᠭᠡᠷ,suruNdelger
сүрэндэлэг,,ᠰᠦᠷᠦᠩᠳᠡᠯᠡᠭ,suruNdeleg
сүрэндүг,,ᠰᠦᠷᠦᠩᠳᠦ᠋ᠭ,suruNdu1g
сүрэнжав,,ᠰᠦᠷᠦᠩᠵᠠᠪ,suruNjab
сүрэнжамаа,,ᠰᠦᠷᠦᠩᠵᠠᠮ᠎ᠠ,suruNjam-a
сүрэнжамсран,,ᠰᠦᠷᠦᠩᠵᠠᠮᠰᠠᠷᠢᠩ,suruNjamsariN
сүрэнжамц,,ᠰᠦᠷᠦᠩᠵᠠᠮᠴᠤ,suruNjamcv
сүрэнжаргал,,ᠰᠦᠷᠦᠩᠵᠢᠷᠭᠠᠯ,suruNjirgal
сүрэнжид,,ᠰᠦᠷᠦᠩᠵᠢᠳ,suruNjid
сүрэнзаяа,,ᠰᠦᠷᠦᠩᠵᠠᠶᠠᠭ᠎ᠠ,suruNjayag-a
сүрэнмаа,,ᠰᠦᠷᠦᠩᠮ᠎ᠠ,suruNm-a
сүрэнмандах,,ᠰᠦᠷᠦᠩᠮᠠᠨᠳᠤᠬᠤ,suruNmandvhv
сүрэнням,,ᠰᠦᠷᠦᠩᠨᠢᠮ᠎ᠠ,suruNnim-a
сүрэнпил,,ᠰᠦᠷᠦᠩᠫᠢᠯ,suruNpil
сүрэнпэл,,ᠰᠦᠷᠦᠩᠫᠡᠯ,suruNpel
сүрэнпүрэв,,ᠰᠦᠷᠦᠩᠫᠦᠷᠪᠦ,suruNpurbu
сүрэнрагчаа,,ᠰᠦᠷᠦᠩᠷᠠᠭᠴᠠ,suruNragca
сүрэнсамбуу,,ᠰᠦᠷᠦᠩᠰᠠᠮᠪᠤᠤ,suruNsambvv
сүрэнтогоо,,ᠰᠦᠷᠦᠩᠲᠣᠭᠤᠭ᠎ᠠ,suruNtqgvg-a
сүрэнтогтох,,ᠰᠦᠷᠦᠩᠲᠣᠭᠲᠠᠬᠤ,suruNtqgtahv
сүрэнтунгалаг,,ᠰᠦᠷᠦᠩᠲᠤᠩᠭᠠᠯᠠᠭ,suruNtvNgalag
сүрэнтуяа,,ᠰᠦᠷᠦᠩᠲᠤᠶᠠᠭ᠎ᠠ,suruNtvyag-a
сүрэнтөмөр,,ᠰᠦᠷᠦᠩᠲᠡᠮᠦᠷ,suruNtemur
сүрэнханд,,ᠰᠦᠷᠦᠩᠬᠠᠩᠳᠤ,suruNhaNdv
сүрэнхор,,ᠰᠦᠷᠦᠩᠬᠣᠷ,suruNhqr
сүрэнхорлоо,,ᠰᠦᠷᠦᠩᠬᠣᠷᠯᠣ,suruNhqrlq
сүрэнхорол,,ᠰᠦᠷᠦᠩᠬᠣᠷᠯᠣ,suruNhqrlq
сүрэнхуар,,ᠰᠦᠷᠦᠩᠬᠤᠸᠠᠷ,suruNhvwar
сүрэнхүрэл,,ᠰᠦᠷᠦᠩᠬᠦᠷᠡᠯ,suruNhurel
сүрэнхүү,,ᠰᠦᠷᠦᠩᠬᠦᠦ,suruNhuu
сүрэнцоо,,ᠰᠦᠷᠦᠩᠴᠣ,suruNcq
сүрэнцэцэг,,ᠰᠦᠷᠦᠩᠴᠡᠴᠡᠭ,suruNceceg
сүрэнчимэг,,ᠰᠦᠷᠦᠩᠴᠢᠮᠡᠭ,suruNcimeg
сүрэнчулуун,,ᠰᠦᠷᠦᠩᠴᠢᠯᠠᠭᠤᠨ,suruNcilagvn
сүрэн‐очир,,ᠰᠦᠷᠦᠩᠧᠴᠢᠷ,suruNᠧcir
сүх,,ᠰᠦᠬᠡ,suhe
сүхбаасан,,ᠰᠦᠬᠡᠪᠠᠰᠠᠩ,suhebasaN
сүхбаатар,,ᠰᠦᠬᠡᠪᠠᠭᠠᠲᠤᠷ,suhebagatvr
сүхбадам,,ᠰᠦᠬᠡᠪᠠᠳᠮ᠎ᠠ,suhebadm-a
сүхбадрах,,ᠰᠦᠬᠡᠪᠠᠳᠠᠷᠠᠬᠤ,suhebadarahv
сүхбазар,,ᠰᠦᠬᠡᠪᠠᠵᠠᠷ,suhebajar
сүхбал,,ᠰᠦᠬᠡᠪᠠᠯ,suhebal
сүхбалсан,,ᠰᠦᠬᠡᠯᠪᠠᠯᠰᠠᠩ,suhelbalsaN
сүхбалт,,ᠰᠦᠬᠡᠪᠠᠯᠲᠠ,suhebalta
сүхбанди,,ᠰᠦᠬᠡᠪᠠᠨᠳᠢ,suhebandi
сүхбат,,ᠰᠦᠬᠡᠪᠠᠲᠤ,suhebatv
сүхбаяр,,ᠰᠦᠬᠡᠪᠠᠶᠠᠷ,suhebayar
сүхболд,,ᠰᠦᠬᠡᠪᠣᠯᠣᠳ,suhebqlqd
сүхболор,,ᠰᠦᠬᠡᠪᠣᠯᠣᠷ,suhebqlqr
сүхбуян,,ᠰᠦᠬᠡᠪᠤᠶᠠᠨ,suhebvyan
сүхбямба,,ᠰᠦᠬᠡᠪᠢᠮᠪᠠ,suhebimba
сүхбүрэн,,ᠰᠦᠬᠡᠪᠦᠷᠢᠨ,suheburin
сүхгал,,ᠰᠦᠬᠡᠯᠭᠠᠯ,suhelgal
сүхгалсан,,ᠰᠦᠬᠡᠯᠭᠠᠯᠰᠠᠩ,suhelgalsaN
сүхгомбо,,ᠰᠦᠬᠡᠭᠣᠮᠪᠣ,suhegqmbq
сүхгэрэл,,ᠰᠦᠬᠡᠭᠡᠷᠡᠯ,suhegerel
сүхдаваа,,ᠰᠦᠬᠡᠳᠠᠸᠠ,suhedawa
сүхдагва,,ᠰᠦᠬᠡᠳᠠᠭᠪᠠ,suhedagba
сүхдалай,,ᠰᠦᠬᠡᠳᠠᠯᠠᠢ,suhedalai
сүхдолгор,,ᠰᠦᠬᠡᠳᠣᠯᠭᠠᠷ,suhedqlgar
сүхдорж,,ᠰᠦᠬᠡᠳᠣᠷᠵᠢ,suhedqrji
сүхдулам,,ᠰᠦᠬᠡᠳᠤᠯᠮ᠎ᠠ,suhedvlm-a
сүхжав,,ᠰᠦᠬᠡᠵᠠᠪ,suhejab
сүхжамц,,ᠰᠦᠬᠡᠵᠠᠮᠴᠤ,suhejamcv
сүхжаргал,,ᠰᠦᠬᠡᠵᠢᠷᠭᠠᠯ,suhejirgal
сүхзаан,,ᠰᠦᠬᠡᠵᠠᠭᠠᠨ,suhejagan
сүхзагд,,ᠰᠦᠬᠡᠵᠠᠭᠳᠠ,suhejagda
сүхзориг,,ᠰᠦᠬᠡᠵᠣᠷᠢᠭ,suhejqrig
сүхзоригт,,ᠰᠦᠬᠡᠵᠣᠷᠢᠭᠲᠤ,suhejqrigtv
сүхлхагва,,ᠰᠦᠬᠡᡀᠠᠭᠪᠠ,suheLagba
сүхмаа,,ᠰᠦᠬᠡᠮ᠎ᠠ,suhem-a
сүхмандал,,ᠰᠦᠬᠡᠮᠠᠨᠳᠤᠯ,suhemandvl
сүхмандах,,ᠰᠦᠬᠡᠮᠠᠨᠳᠤᠬᠤ,suhemandvhv
сүхмягмар,,ᠰᠦᠬᠡᠮᠢᠭᠮᠠᠷ,suhemigmar
сүхмөнх,,ᠰᠦᠬᠡᠮᠥᠩᠬᠡ,suhemoNhe
сүхнамжил,,ᠰᠦᠬᠡᠨᠠᠮᠵᠠᠯ,suhenamjal
сүхнаран,,ᠰᠦᠬᠡᠨᠠᠷᠠᠨ,suhenaran
сүхням,,ᠰᠦᠬᠡᠨᠢᠮ᠎ᠠ,suhenim-a
сүхпүрэв,,ᠰᠦᠬᠡᠫᠦᠷᠪᠦ,suhepurbu
сүхрагчаа,,ᠰᠦᠬᠡᠷᠠᠭᠴᠠ,suheragca
сүхсайхан,,ᠰᠦᠬᠡᠰᠠᠢᠬᠠᠨ,suhesaihan
сүхсамдан,,ᠰᠦᠬᠡᠰᠠᠮᠳᠠᠨ,suhesamdan
сүхсүрэн,,ᠰᠦᠬᠡᠰᠦ᠋ᠷᠦᠩ,suhesu1ruN
сүхтогоо,,ᠰᠦᠬᠡᠲᠣᠭᠤᠭ᠎ᠠ,suhetqgvg-a
сүхтогтох,,ᠰᠦᠬᠡᠲᠣᠭᠲᠠᠬᠤ,suhetqgtahv
сүхтулга,,ᠰᠦᠬᠡᠲᠤᠯᠭ᠎ᠠ,suhetvlg-a
сүхтуяа,,ᠰᠦᠬᠡᠲᠤᠶᠠᠭ᠎ᠠ,suhetvyag-a
сүхтөмөр,,ᠰᠦᠬᠡᠲᠡᠮᠦᠷ,suhetemur
сүхтөр,,ᠰᠦᠬᠡᠲᠥᠷᠦ,suhetoru
